Training School,District,Ownership,Address,Course Code,Course Name,Start date,EndDate
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DCN,Diploma in Comprehensive Nursing,01/05/2009,01/05/2012
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DM,Diploma in Midwifery,01/05/2008,01/05/2011
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DM,Diploma in Midwifery,01/11/2008,01/11/2011
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DM,Diploma in Midwifery,01/05/2007,01/05/2010
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DM,Diploma in Midwifery,01/11/2009,01/11/2012
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DM,Diploma in Midwifery,01/05/2009,01/05/2012
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DM,Diploma in Midwifery,01/11/2010,01/11/2013
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DM,Diploma in Midwifery,01/11/2011,01/11/2014
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DME,Diploma in Midwifery (Extension),01/05/2010,01/11/2011
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DME,Diploma in Midwifery (Extension),01/05/2011,01/11/2012
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DME,Diploma in Midwifery (Extension),01/05/2012,01/11/2013
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/05/2008,01/05/2011
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/11/2008,01/11/2011
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/11/2009,01/11/2012
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/05/2010,01/05/2013
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/05/2009,01/05/2012
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/11/2010,01/11/2013
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DNE,Diploma in Nursing (Extension),01/05/2011,01/11/2012
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/11/2011,01/11/2014
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DNE,Diploma in Nursing (Extension),01/05/2012,01/11/2013
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DM,Diploma in Midwifery,01/05/2001,01/05/2004
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DM,Diploma in Midwifery,01/11/2003,01/11/2006
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DM,Diploma in Midwifery,01/11/2004,01/11/2007
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DM,Diploma in Midwifery,01/05/2005,01/05/2008
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DM,Diploma in Midwifery,31/05/2006,31/05/2009
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DM,Diploma in Midwifery,31/05/2005,31/05/2008
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DM,Diploma in Midwifery,01/11/2001,01/11/2004
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DM,Diploma in Midwifery,01/06/2004,01/06/2007
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DM,Diploma in Midwifery,01/05/2006,01/05/2009
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DM,Diploma in Midwifery,01/05/2006,01/05/2009
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DM,Diploma in Midwifery,01/11/2006,01/11/2009
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DM,Diploma in Midwifery,01/11/2005,01/11/2008
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DM,Diploma in Midwifery,01/11/2007,01/11/2010
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/11/2002,01/11/2005
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/05/2003,01/05/2006
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/11/2003,01/11/2006
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/05/2004,01/05/2007
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/11/2004,01/11/2007
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/05/2005,01/05/2008
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,31/05/2005,31/05/2008
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,05/05/2005,05/05/2008
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/11/2005,01/11/2008
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/05/2006,01/05/2009
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/11/2006,01/11/2009
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,23/11/2003,23/11/2006
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/11/2007,01/11/2010
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/06/2004,01/06/2007
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/01/2003,01/01/2006
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/12/2003,01/12/2006
MULAGO SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,Government,P.O. BOX 7051 - KAMPALA  0774 402 429 ,DN,Diploma in Nursing,01/05/2007,01/05/2010
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,CCN,Certificate In Comprehensive Nursing,08/01/2007,08/07/2009
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,CCN,Certificate In Comprehensive Nursing,01/11/2007,01/05/2010
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,CCN,Certificate In Comprehensive Nursing,01/11/2008,01/05/2011
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,CCN,Certificate In Comprehensive Nursing,01/05/2009,01/11/2011
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,CCN,Certificate In Comprehensive Nursing,01/05/2010,01/11/2012
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,CCN,Certificate In Comprehensive Nursing,01/05/2011,01/11/2013
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,CN,Certificate in Midwifery,01/05/2011,01/11/2013
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,CN,Certificate in Midwifery,01/05/2012,01/11/2014
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,CN,Certificate in Nursing,01/05/2012,01/11/2014
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,DM,Diploma in Midwifery,01/05/2009,01/05/2012
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,DM,Diploma in Midwifery,01/05/2010,01/11/2012
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,DME,Diploma in Midwifery (Extension),01/05/2011,01/11/2012
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,DME,Diploma in Midwifery (Extension),01/05/2012,01/11/2013
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,DN,Diploma in Nursing,01/11/2009,01/11/2012
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,DN,Diploma in Nursing,01/11/2008,01/11/2011
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,DNE,Diploma in Nursing (Extension),01/11/2010,01/11/2012
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,DNE,Diploma in Nursing (Extension),01/11/2011,01/11/2012
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,DM,Diploma in Midwifery,16/05/2005,16/05/2008
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,DM,Diploma in Midwifery,08/05/2006,08/05/2009
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,DM,Diploma in Midwifery,01/11/2007,01/11/2010
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,DM,Diploma in Midwifery,01/05/2008,01/05/2011
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,DN,Diploma in Nursing,01/11/2003,01/11/2006
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,DN,Diploma in Nursing,21/11/2005,21/11/2008
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,DN,Diploma in Nursing,20/11/2006,20/11/2009
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,DN,Diploma in Nursing,01/11/2004,01/11/2007
MUTOLERE SCHOOL OF NURSING AND MIDWIFERY,KISORO,Government,ST. FRANCIS HOSPITAL P.O. BOX 26 - KISORO  0772 850 544 ,DN,Diploma in Nursing,01/11/2007,01/11/2010
NGORA SCHOOL OF COMPREHENSIVE NURSING,KUMI,PNFP,,CCN,Certificate In Comprehensive Nursing,01/11/2004,01/05/2007
NGORA SCHOOL OF COMPREHENSIVE NURSING,KUMI,PNFP,,CCN,Certificate In Comprehensive Nursing,01/11/2005,01/05/2008
NGORA SCHOOL OF COMPREHENSIVE NURSING,KUMI,PNFP,,CCN,Certificate In Comprehensive Nursing,01/11/2006,01/05/2009
NGORA SCHOOL OF COMPREHENSIVE NURSING,KUMI,PNFP,,CCN,Certificate In Comprehensive Nursing,01/11/2007,01/05/2010
NGORA SCHOOL OF COMPREHENSIVE NURSING,KUMI,PNFP,,CCN,Certificate In Comprehensive Nursing,01/11/2008,01/05/2011
NGORA SCHOOL OF COMPREHENSIVE NURSING,KUMI,PNFP,,CCN,Certificate In Comprehensive Nursing,01/05/2010,01/11/2012
NGORA SCHOOL OF COMPREHENSIVE NURSING,KUMI,PNFP,,CCN,Certificate In Comprehensive Nursing,01/05/2009,01/11/2011
NGORA SCHOOL OF COMPREHENSIVE NURSING,KUMI,PNFP,,CCN,Certificate In Comprehensive Nursing,01/05/2011,01/11/2013
NGORA SCHOOL OF COMPREHENSIVE NURSING,KUMI,PNFP,,CCN,Certificate In Comprehensive Nursing,01/11/2011,01/05/2014
NGORA SCHOOL OF COMPREHENSIVE NURSING,KUMI,PNFP,,CN,Certificate in Midwifery,01/11/2003,01/05/2006
NGORA SCHOOL OF COMPREHENSIVE NURSING,KUMI,PNFP,,CN,Certificate in Midwifery,01/05/2012,01/11/2013
NGORA SCHOOL OF COMPREHENSIVE NURSING,KUMI,PNFP,,CN,Certificate in Nursing,01/05/2003,01/11/2005
NGORA SCHOOL OF COMPREHENSIVE NURSING,KUMI,PNFP,,CN,Certificate in Nursing,01/11/2003,01/05/2006
NGORA SCHOOL OF COMPREHENSIVE NURSING,KUMI,PNFP,,CN,Certificate in Nursing,01/11/2012,01/05/2014
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Midwifery,01/11/2004,01/05/2007
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Midwifery,01/11/2006,01/05/2009
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Midwifery,01/11/2005,01/05/2008
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Midwifery,01/05/2006,01/11/2008
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Midwifery,01/05/2007,01/11/2009
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Midwifery,01/11/2007,01/05/2010
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Midwifery,01/05/2009,01/11/2011
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Midwifery,01/11/2008,01/05/2011
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Midwifery,01/05/2010,01/11/2012
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Midwifery,01/05/2011,01/11/2013
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Midwifery,01/11/2011,01/05/2014
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Midwifery,01/05/2012,01/11/2014
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Midwifery,01/11/2012,01/05/2015
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Nursing,01/11/2006,01/05/2009
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Nursing,01/11/2005,01/05/2008
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Nursing,01/11/2007,01/05/2010
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Nursing,01/05/2009,01/11/2011
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Nursing,01/11/2008,01/05/2011
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Nursing,01/05/2010,01/11/2012
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Nursing,01/05/2011,01/11/2013
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Nursing,01/11/2011,01/05/2014
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Nursing,01/05/2012,01/11/2014
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certificate in Nursing,01/11/2012,01/05/2015
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,CN,Certifiacte in Nursing,01/11/2006,01/05/2009
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DME,Diploma in Midwifery (Extension),01/05/2010,01/11/2011
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DM,Diploma in Midwifery,01/05/2009,01/05/2012
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DM,Diploma in Midwifery,01/05/2010,01/05/2013
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DME,Diploma in Midwifery (Extension),01/05/2011,01/11/2012
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DME,Diploma in Midwifery (Extension),01/05/2012,01/11/2013
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DN,Diploma in Nursing,01/11/2005,01/11/2008
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DN,Diploma in Nursing,01/11/2008,01/11/2011
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DN,Diploma in Nursing,01/05/2009,01/05/2012
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DN,Diploma in Nursing,01/05/2008,01/05/2011
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DN,Diploma in Nursing,01/11/2006,01/11/2009
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DN,Diploma in Nursing,01/11/2009,01/11/2012
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DNE,Diploma in Nursing (Extension),01/05/2010,01/11/2011
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DNE,Diploma in Nursing (Extension),01/11/2010,01/05/2012
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DN,Diploma in Nursing,01/11/2011,01/11/2014
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DN,Diploma in Nursing,01/11/2012,01/11/2015
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DNE,Diploma in Nursing (Extension),01/05/2011,01/11/2012
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DNE,Diploma in Nursing (Extension),01/05/2012,01/11/2013
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DNE,Diploma in Nursing (Extension),01/05/2012,01/11/2014
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DM,Diploma in Midwifery,01/05/2005,01/05/2008
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DM,Diploma in Midwifery,01/11/2006,01/11/2009
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DM,Diploma in Midwifery,01/05/2006,01/05/2009
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DM,Diploma in Midwifery,01/11/2007,01/11/2010
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DM,Diploma in Midwifery,01/05/2008,01/05/2011
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DN,Diploma in Nursing,01/06/2005,01/06/2008
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DN,Diploma in Nursing,01/12/2003,01/12/2006
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DN,Diploma in Nursing,01/11/2004,01/11/2007
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DN,Diploma in Nursing,01/05/2006,01/05/2009
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DN,Diploma in Nursing,01/05/2007,01/05/2010
NSAMBYA SCHOOL OF NURSING AND MIDWIFERY,KAMPALA,PNFP,TEL:  0772 518 805 ,DN,Diploma in Nursing,01/11/2007,01/11/2010
PUBLIC HEALTH NURSES SCHOOL - KYAMBOGO,KAMPALA,Government,,DME,Diploma in Midwifery (Extension),01/05/2011,01/11/2012
PUBLIC HEALTH NURSES SCHOOL - KYAMBOGO,KAMPALA,Government,,DME,Diploma in Midwifery (Extension),01/05/2012,01/11/2013
PUBLIC HEALTH NURSES SCHOOL - KYAMBOGO,KAMPALA,Government,,DNE,Diploma in Nursing (Extension),01/05/2011,01/11/2012
PUBLIC HEALTH NURSES SCHOOL - KYAMBOGO,KAMPALA,Government,,DNE,Diploma in Nursing (Extension),01/05/2012,01/11/2013
RAKAI COMMUNITY NURSING SCHOOL,RAKAI,PFP,P.O. BOX 321 - KYOTERA 0772 889295,CCN,Certificate In Comprehensive Nursing,01/11/2009,01/05/2012
RAKAI COMMUNITY NURSING SCHOOL,RAKAI,PFP,P.O. BOX 321 - KYOTERA 0772 889295,CCN,Certificate In Comprehensive Nursing,01/11/2006,01/05/2009
RAKAI COMMUNITY NURSING SCHOOL,RAKAI,PFP,P.O. BOX 321 - KYOTERA 0772 889295,CCN,Certificate In Comprehensive Nursing,01/11/2008,01/05/2011
RAKAI COMMUNITY NURSING SCHOOL,RAKAI,PFP,P.O. BOX 321 - KYOTERA 0772 889295,CCN,Certificate In Comprehensive Nursing,01/11/2007,01/05/2010
RAKAI COMMUNITY NURSING SCHOOL,RAKAI,PFP,P.O. BOX 321 - KYOTERA 0772 889295,CCN,Certificate In Comprehensive Nursing,01/05/2010,01/11/2012
RAKAI COMMUNITY NURSING SCHOOL,RAKAI,PFP,P.O. BOX 321 - KYOTERA 0772 889295,CCN,Certificate In Comprehensive Nursing,01/05/2007,01/11/2009
RAKAI COMMUNITY NURSING SCHOOL,RAKAI,PFP,P.O. BOX 321 - KYOTERA 0772 889295,CCN,Certificate In Comprehensive Nursing,01/05/2009,01/11/2011
